ADDRESSNUM,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,SCHEDULED_COMPLETED,INSP_RE_INSP,PASS_FAIL,INSPECTION_DATE,ORIG_INSPECTION_DATE,ORIG_INSPECTION_TIME,RE_INSPECTION_DATE,START_TIME,END_TIME,INSP_ID,STATION,COMPANY,SHIFT,QUARTER,INSPECTION_TYPE,TOTAL_HOURS,TOTAL_MINUTES,INSPECTION_NOTES,ADDNEW_DATE,ADDNEW_ID,UPDATE_DATE,UPDATE_ID
45443,311,SW,WATER,ST,S,INSP,,9/8/2015,,,,,,FP0308,1,E1,1,2,,,,,,,9/11/2014,FP0308
45443,311,SW,WATER,ST,C,INSP,P,4/21/2015,,,,,,FP0295,1,E1,3,3,SCHEDULED,,,,7/31/2015,FP0295,7/31/2015,FP0295
45443,311,SW,WATER,ST,S,INSP,,4/20/2016,,,,,,FP0295,1,E1,3,3,,,,,,,7/31/2015,FP0295
45445,7501,N,UNIVERSITY,ST,C,INSP,P,8/14/2011,,,,,,FP0298,16,T14,1,1,YEARLY,,,NO VIOLATIONS.,9/9/2011,FP0298,9/9/2011,FP0298
45445,7501,N,UNIVERSITY,ST,S,INSP,,8/13/2012,,,,,,FP0298,16,E16,1,1,,,,,,,9/9/2011,FP0298
45445,7501,N,UNIVERSITY,ST,S,INSP,P,6/19/2012,,,,,,FP0238,16,T14,3,1,YEARLY,,,NO APPARENT VIOLATIONS. GAS METER OUTSIDE ON NE CORNER. ONLY GAS IN THE COMPLEX.,6/19/2012,FP0238,6/19/2012,FP0238
45445,7501,N,UNIVERSITY,ST,S,INSP,,6/19/2013,,,,,,FP0238,16,E16,1,1,,,,,,,6/19/2012,FP0238
45445,7501,N,UNIVERSITY,ST,C,RE_INSP,P,8/5/2014,7/3/2014,,,,,FP0330,16,T14,3,1,SCHEDULED,,,,7/9/2014,FP0330,8/8/2014,FP0330
45445,7501,N,UNIVERSITY,ST,S,INSP,,7/3/2015,,,,,,FP0330,16,E16,1,1,,,,,,,7/9/2014,FP0330
45445,7501,N,UNIVERSITY,ST,S,RE_INSP,,7/17/2014,7/3/2014,,,,,FP0330,16,T14,3,1,,,,,,,7/9/2014,FP0330
45446,7501,N,UNIVERSITY,ST,C,INSP,N,5/18/2011,,,,,,FP0298,16,T14,1,3,YEARLY,,,OUT OF BUSINESS.,9/9/2011,FP0298,9/9/2011,FP0298
45446,7501,N,UNIVERSITY,ST,S,INSP,,5/17/2012,,,,,,FP0298,16,T14,1,3,,,,,,,9/9/2011,FP0298
45446,7501,N,UNIVERSITY,ST,S,INSP,,5/17/2012,,,,,,FP0298,16,T14,1,3,,,,,,,9/9/2011,FP0298
45446,7501,N,UNIVERSITY,ST,S,INSP,N,7/31/2012,,,,,,FP0238,16,T14,3,3,YEARLY,,,NO APPARENT VIOLATIONS,8/15/2012,FP0238,8/15/2012,FP0238
45446,7501,N,UNIVERSITY,ST,S,INSP,,7/31/2013,,,,,,FP0238,16,T14,3,3,,,,,,,8/15/2012,FP0238
45446,7501,N,UNIVERSITY,ST,S,INSP,N,6/21/2013,,,,,,FP0279,16,T14,1,3,SCHEDULED,,,,6/21/2013,FP0321,6/21/2013,FP0321
45446,7501,N,UNIVERSITY,ST,S,INSP,,6/21/2014,,,,,,FP0321,16,T14,1,3,,,,,,,6/21/2013,FP0321
45446,7501,N,UNIVERSITY,ST,C,INSP,N,6/21/2013,,,,,,FP0321,16,T14,1,3,YEARLY,,,,9/25/2013,FP0321,9/25/2013,FP0321
45446,7501,N,UNIVERSITY,ST,S,INSP,,6/21/2014,,,,,,FP0321,16,T14,1,3,,,,,,,9/25/2013,FP0321
45446,7501,N,UNIVERSITY,ST,C,INSP,N,6/15/2015,,,,,,FP0252,16,T14,2,3,EXISTING,,,,6/15/2015,FP0252,6/15/2015,FP0252
45446,7501,N,UNIVERSITY,ST,S,INSP,,6/14/2016,,,,,,FP0252,16,T14,2,3,,,,,,,6/15/2015,FP0252
45447,1215,N,NORTH,ST,S,INSP,,8/4/2011,,,,,,FP0063,1,T1,1,,SCHEDULED,,,BUILDING VACANT. NO ACCESS AVAILABLE.,9/9/2011,FP0063,9/9/2011,FP0063
45447,1215,N,NORTH,ST,S,INSP,,8/3/2012,,,,,,FP0063,,T1,1,,,,,,,,9/9/2011,FP0063
45447,1215,N,NORTH,ST,C,INSP,,8/24/2012,,,,,,FP0286,1,T1,3,3,SCHEDULED,,,,9/5/2012,FP0286,9/5/2012,FP0286
45447,1215,N,NORTH,ST,S,INSP,,8/24/2013,,,,,,FP0286,,T1,3,3,,,,,,,9/5/2012,FP0286
45447,1215,N,NORTH,ST,S,INSP,,8/11/2014,,,,,,FP0238,1,T1,3,3,SCHEDULED,,,BUILDING IS VACANT AND UNOCCUPIED. NO ENTRY WAS POSSIBLE,9/7/2014,FP0238,9/7/2014,FP0238
45447,1215,N,NORTH,ST,S,INSP,,8/11/2015,,,,,,FP0238,,T1,3,3,,,,,,,9/7/2014,FP0238
45447,1215,N,NORTH,ST,S,INSP,,7/24/2015,,,,,,FP0231,1,T1,2,2,SCHEDULED,,,,7/24/2015,FP0231,7/24/2015,FP0231
45447,1215,N,NORTH,ST,S,INSP,,7/23/2016,,,,,,FP0231,,T1,2,2,,,,,,,7/24/2015,FP0231
45447,1215,N,NORTH,ST,C,INSP,,7/24/2015,,,,,,FP0231,1,T1,2,2,SCHEDULED,,,,7/27/2015,FP0231,7/27/2015,FP0231
45447,1215,N,NORTH,ST,S,INSP,,7/23/2016,,,,,,FP0231,,T1,2,2,,,,,,,7/27/2015,FP0231
45447,1215,N,NORTH,ST,C,INSP,,7/24/2015,,,,,,FP0231,1,T1,2,2,SCHEDULED,,,,7/27/2015,FP0231,7/27/2015,FP0231
45447,1215,N,NORTH,ST,S,INSP,,7/23/2016,,,,,,FP0231,,T1,2,2,,,,,,,7/27/2015,FP0231
45447,1215,N,NORTH,ST,C,INSP,,9/2/2016,,,,,,FP0286,1,T1,3,3,SCHEDULED,,,,9/20/2016,FP0286,9/20/2016,FP0286
45447,1215,N,NORTH,ST,S,INSP,,9/2/2017,,,,,,FP0286,,T1,3,3,,,,,,,9/20/2016,FP0286
45449,619,SW,WATER,ST,C,INSP,P,9/8/2011,,,,,,FP0261,FHQ,I6,D,3,SCHEDULED,,,ALL OK,9/9/2011,FP0261,9/9/2011,FP0261
45449,619,SW,WATER,ST,C,INSP,P,10/30/2012,,,,,,FP0261,FHQ,I6,D,3,SCHEDULED,,,ALL OK,,,10/31/2012,FP0261
45450,8701,N,UNIVERSITY,ST,C,INSP,P,9/9/2011,,,,,,FP0227,20,E20,1,,YEARLY,,,NO VIOLATIONS,9/9/2011,FP0227,9/9/2011,FP0227
45450,8701,N,UNIVERSITY,ST,S,INSP,,9/8/2012,,,,,,FP0227,20,E20,1,,,,,,,,9/9/2011,FP0227
45450,8701,N,UNIVERSITY,ST,S,INSP,P,8/24/2012,,,,,,FP0368,20,E20,3,,SCHEDULED,,,,8/24/2012,FP0368,8/24/2012,FP0368
45450,8701,N,UNIVERSITY,ST,S,INSP,,8/24/2013,,,,,,FP0368,20,E20,3,,,,,,,,8/24/2012,FP0368
45450,8701,N,UNIVERSITY,ST,S,INSP,P,8/24/2012,,,,,,FP0368,20,E20,3,,SCHEDULED,,,,8/24/2012,FP0368,8/24/2012,FP0368
45450,8701,N,UNIVERSITY,ST,S,INSP,,8/24/2013,,,,,,FP0368,20,E20,3,,,,,,,,8/24/2012,FP0368
45450,8701,N,UNIVERSITY,ST,C,INSP,N,9/16/2014,,,,,,FP0293,20,E20,3,3,SCHEDULED,,,ONLY BUSINESS NAME CHANGED TO AUSDAL FINANCIAL PARTNERS WITH SAME TENANT ,9/18/2014,FP0293,9/28/2014,FP0293
45450,8701,N,UNIVERSITY,ST,S,INSP,,9/16/2015,,,,,,FP0293,20,E20,3,,,,,,,,9/18/2014,FP0293
45450,8701,N,UNIVERSITY,ST,S,INSP,P,7/27/2016,,,,,,FP0324,20,E20,2,3,YEARLY,,,NO VIOLATIONS,7/27/2016,FP0324,7/27/2016,FP0324
45450,8701,N,UNIVERSITY,ST,S,INSP,,7/27/2017,,,,,,FP0324,20,E20,3,3,,,,,,,7/27/2016,FP0324
45450,8701,N,UNIVERSITY,ST,C,INSP,P,7/27/2016,,,,,,FP0324,20,E20,2,3,YEARLY,,,,7/27/2016,FP0324,7/27/2016,FP0324
45450,8701,N,UNIVERSITY,ST,S,INSP,,7/27/2017,,,,,,FP0324,20,E20,3,3,,,,,,,7/27/2016,FP0324
45451,8703,N,UNIVERSITY,ST,C,INSP,P,9/9/2011,,,,,,FP0227,20,E20,1,,YEARLY,,,NO VIOLATIONS,9/9/2011,FP0227,9/9/2011,FP0227
45451,8703,N,UNIVERSITY,ST,S,INSP,,9/8/2012,,,,,,FP0227,20,E20,1,,,,,,,,9/9/2011,FP0227
45451,8703,N,UNIVERSITY,ST,S,INSP,P,8/27/2012,,,,,,FP0368,20,E20,3,,SCHEDULED,,,,8/30/2012,FP0368,8/30/2012,FP0368
45451,8703,N,UNIVERSITY,ST,S,INSP,P,8/27/2013,,,,,,FP0358,20,E20,3,,SCHEDULED,,,,,,8/30/2012,FP0368
45451,8703,N,UNIVERSITY,ST,C,INSP,N,9/16/2014,,,,,,FP0293,20,E20,3,3,SCHEDULED,,,,9/18/2014,FP0293,9/28/2014,FP0293
45451,8703,N,UNIVERSITY,ST,S,INSP,,9/16/2015,,,,,,FP0293,20,E20,3,3,,,,,,,9/18/2014,FP0293
45451,8703,N,UNIVERSITY,ST,C,INSP,P,7/27/2016,,,,,,FP0324,20,E20,2,3,YEARLY,,,NO VIOLATIONS,7/27/2016,FP0324,7/27/2016,FP0324
45451,8703,N,UNIVERSITY,ST,S,INSP,,7/27/2017,,,,,,FP0324,20,E20,3,3,,,,,,,7/27/2016,FP0324
45452,8718,N,UNIVERSITY,ST,C,INSP,P,9/9/2011,,,,,,FP0227,20,E20,1,,YEARLY,,,NO VIOLATIONS,9/9/2011,FP0227,9/9/2011,FP0227
45452,8718,N,UNIVERSITY,ST,S,INSP,,9/8/2012,,,,,,FP0227,20,E20,1,,,,,,,,9/9/2011,FP0227
45452,8718,N,UNIVERSITY,ST,C,INSP,P,10/23/2012,,,,,,FP0278,20,E20,3,4,EXISTING,,,,10/26/2012,FP0278,10/26/2012,FP0278
45452,8718,N,UNIVERSITY,ST,S,INSP,,10/23/2013,,,,,,FP0278,20,E20,3,4,,,,,,,10/26/2012,FP0278
45452,8718,N,UNIVERSITY,ST,S,RE_INSP,,10/23/2013,10/23/2012,,,,,FP0278,20,E20,3,4,,,,,,,10/26/2012,FP0278
45452,8718,N,UNIVERSITY,ST,C,INSP,P,8/5/2013,,,,,,FP0227,20,E20,1,,YEARLY,,,NO VIOLATIONS,8/5/2013,FP0227,8/5/2013,FP0227
45452,8718,N,UNIVERSITY,ST,S,INSP,,8/5/2014,,,,,,FP0227,20,E20,1,,,,,,,,8/5/2013,FP0227
45452,8718,N,UNIVERSITY,ST,C,INSP,P,7/27/2016,,,,,,FP0324,20,E20,2,,YEARLY,,,NO VIOLATIONS,7/27/2016,FP0324,7/27/2016,FP0324
45452,8718,N,UNIVERSITY,ST,S,INSP,,7/27/2017,,,,,,FP0324,20,E20,1,,,,,,,,7/27/2016,FP0324
45453,8720,N,UNIVERSITY,ST,C,INSP,P,9/9/2011,,,,,,FP0227,20,E20,1,,YEARLY,,,NO VIOLATIONS,9/9/2011,FP0227,9/9/2011,FP0227
45453,8720,N,UNIVERSITY,ST,S,INSP,,9/8/2012,,,,,,FP0227,20,E20,1,,,,,,,,9/9/2011,FP0227
45453,8720,N,UNIVERSITY,ST,C,INSP,P,10/23/2012,,,,,,FP0278,20,E20,3,4,EXISTING,,,,10/26/2012,FP0278,10/26/2012,FP0278
45453,8720,N,UNIVERSITY,ST,S,INSP,,10/23/2013,,,,,,FP0278,20,E20,3,4,,,,,,,10/26/2012,FP0278
45453,8720,N,UNIVERSITY,ST,S,RE_INSP,,10/23/2013,10/23/2012,,,,,FP0278,20,E20,3,4,,,,,,,10/26/2012,FP0278
45453,8720,N,UNIVERSITY,ST,C,INSP,P,8/5/2013,,,,,,FP0227,20,E20,1,,YEARLY,,,NO VIOLATIONS,8/5/2013,FP0227,8/5/2013,FP0227
45453,8720,N,UNIVERSITY,ST,S,INSP,,8/5/2014,,,,,,FP0227,20,E20,1,,,,,,,,8/5/2013,FP0227
45453,8720,N,UNIVERSITY,ST,C,INSP,P,7/27/2016,,,,,,FP0324,20,E20,2,,YEARLY,,,NO VIOLATIONS,7/27/2016,FP0324,7/27/2016,FP0324
45453,8720,N,UNIVERSITY,ST,S,INSP,,7/27/2017,,,,,,FP0324,20,E20,1,,,,,,,,7/27/2016,FP0324
45463,2001,W,WILLOW KNOLLS,DR,S,INSP,N,10/8/2012,,,,,,FP0258,19,E19,3,4,SCHEDULED,,,OUT OF BUSINESS,10/8/2012,FP0258,10/8/2012,FP0258
45463,2001,W,WILLOW KNOLLS,DR,S,INSP,,10/8/2013,,,,,,FP0258,19,E19,3,4,,,,,,,10/8/2012,FP0258
45463,2001,W,WILLOW KNOLLS,DR,S,RE_INSP,,10/8/2013,10/8/2012,,,,,FP0258,19,E19,3,4,,,,,,,10/8/2012,FP0258
45463,2001,W,WILLOW KNOLLS,DR,C,INSP,N,8/5/2013,,,,,,FP0294,19,E19,1,4,SCHEDULED,,,VACANT ,9/25/2013,FP0294,9/25/2013,FP0294
45463,2001,W,WILLOW KNOLLS,DR,C,INSP,N,8/5/2014,,,,,,FP0294,19,E19,1,4,SCHEDULED,,,,,,10/16/2013,FP0262
45463,2001,W,WILLOW KNOLLS,DR,S,INSP,,8/5/2015,,,,,,FP0262,19,E19,1,4,,,,,,,10/16/2013,FP0262
45463,2001,W,WILLOW KNOLLS,DR,C,INSP,N,7/25/2016,,,,,,FP0254,19,E19,3,3,YEARLY,,,,7/25/2016,FP0254,7/25/2016,FP0254
45463,2001,W,WILLOW KNOLLS,DR,S,INSP,,7/25/2017,,,,,,FP0254,19,E19,3,3,,,,,,,7/25/2016,FP0254
45464,2001,W,WILLOW KNOLLS,DR,S,INSP,N,10/5/2012,,,,,,FP0258,19,E19,3,4,SCHEDULED,,,,10/5/2012,FP0258,10/5/2012,FP0258
45464,2001,W,WILLOW KNOLLS,DR,S,INSP,,10/5/2013,,,,,,FP0258,19,E19,3,4,,,,,,,10/5/2012,FP0258
45464,2001,W,WILLOW KNOLLS,DR,S,RE_INSP,,10/5/2013,10/5/2012,,,,,FP0258,19,E19,3,4,,,,,,,10/5/2012,FP0258
45464,2001,W,WILLOW KNOLLS,DR,S,INSP,N,8/5/2013,,,,,,FP0294,19,E19,1,4,SCHEDULED,,,VACANT,9/25/2013,FP0294,9/25/2013,FP0294
45464,2001,W,WILLOW KNOLLS,DR,C,INSP,N,8/5/2014,,,,,,FP0294,19,E19,1,4,SCHEDULED,,,,,,10/7/2013,FP0262
45464,2001,W,WILLOW KNOLLS,DR,C,INSP,N,8/5/2014,,,,,,FP0254,19,E19,3,3,SCHEDULED,,,,8/5/2014,FP0254,8/5/2014,FP0254
45464,2001,W,WILLOW KNOLLS,DR,S,INSP,,8/5/2015,,,,,,FP0254,19,E19,3,3,,,,,,,8/5/2014,FP0254
45465,2001,W,WILLOW KNOLLS,DR,S,INSP,N,10/5/2012,,,,,,FP0258,19,E19,3,4,SCHEDULED,,,,10/5/2012,FP0258,10/5/2012,FP0258
45465,2001,W,WILLOW KNOLLS,DR,S,INSP,,10/5/2013,,,,,,FP0258,19,E19,3,4,,,,,,,10/5/2012,FP0258
45465,2001,W,WILLOW KNOLLS,DR,S,RE_INSP,,10/5/2013,10/5/2012,,,,,FP0258,19,E19,3,4,,,,,,,10/5/2012,FP0258
45465,2001,W,WILLOW KNOLLS,DR,C,INSP,N,8/5/2013,,,,,,FP0294,19,E19,1,4,SCHEDULED,,,VACANT,9/25/2013,FP0294,10/19/2013,FP0262
45465,2001,W,WILLOW KNOLLS,DR,C,INSP,N,8/5/2014,,,,,,FP0294,19,E19,1,4,SCHEDULED,,,,,,10/7/2013,FP0262
45468,2001,W,WILLOW KNOLLS,DR,C,INSP,P,9/12/2011,,,,,,FP0234,19,E19,1,3,SCHEDULED,,,,9/12/2011,FP0234,9/12/2011,FP0234
45468,2001,W,WILLOW KNOLLS,DR,S,INSP,,9/11/2012,,,,,,FP0234,19,E19,1,3,,,,,,,9/12/2011,FP0234
45468,2001,W,WILLOW KNOLLS,DR,S,RE_INSP,,9/11/2012,9/12/2011,,,,,FP0234,19,E19,1,3,,,,,,,9/12/2011,FP0234
45468,2001,W,WILLOW KNOLLS,DR,S,INSP,,10/5/2013,,,,,,FP0258,19,E19,3,4,,,,,,,10/5/2012,FP0258
45468,2001,W,WILLOW KNOLLS,DR,S,RE_INSP,,10/5/2013,10/5/2012,,,,,FP0258,19,E19,3,4,,,,,,,10/5/2012,FP0258
45468,2001,W,WILLOW KNOLLS,DR,S,INSP,,10/5/2013,,,,,,FP0258,19,E19,3,4,,,,,,,10/5/2012,FP0258
45468,2001,W,WILLOW KNOLLS,DR,S,RE_INSP,,10/5/2013,10/5/2012,,,,,FP0258,19,E19,3,4,,,,,,,10/5/2012,FP0258
45468,2001,W,WILLOW KNOLLS,DR,S,INSP,P,8/5/2013,,,,,,FP0262,19,E19,1,4,SCHEDULED,,,VACANT,9/16/2013,FP0294,9/16/2013,FP0294
45468,2001,W,WILLOW KNOLLS,DR,S,INSP,P,8/5/2014,,,,,,FP0294,19,E19,1,4,SCHEDULED,,,,,,10/24/2013,FP0264
45468,2001,W,WILLOW KNOLLS,DR,C,INSP,P,8/5/2013,,,,,,FP0262,19,E19,1,4,SCHEDULED,,,,,,10/19/2013,FP0262
45468,2001,W,WILLOW KNOLLS,DR,C,INSP,P,6/9/2015,,,,,,FP0351,19,E19,2,2,SCHEDULED,,,NO VIOLATIONS,6/9/2015,FP0351,6/9/2015,FP0351
45468,2001,W,WILLOW KNOLLS,DR,S,INSP,,6/8/2016,,,,,,FP0351,19,E19,2,2,,,,,,,6/9/2015,FP0351
45469,2001,W,WILLOW KNOLLS,DR,C,INSP,P,9/12/2011,,,,,,FP0234,19,E19,1,3,SCHEDULED,,,,9/12/2011,FP0234,9/12/2011,FP0234
45469,2001,W,WILLOW KNOLLS,DR,S,INSP,,9/11/2012,,,,,,FP0234,19,E19,1,3,,,,,,,9/12/2011,FP0234
45469,2001,W,WILLOW KNOLLS,DR,S,RE_INSP,,9/11/2012,9/12/2011,,,,,FP0234,19,E19,1,3,,,,,,,9/12/2011,FP0234
45469,2001,W,WILLOW KNOLLS,DR,S,INSP,P,10/5/2012,,,,,,FP0258,19,E19,3,4,SCHEDULED,,,,10/5/2012,FP0258,10/5/2012,FP0258
45469,2001,W,WILLOW KNOLLS,DR,S,INSP,,10/5/2013,,,,,,FP0258,19,E19,3,4,,,,,,,10/5/2012,FP0258
45469,2001,W,WILLOW KNOLLS,DR,S,RE_INSP,,10/5/2013,10/5/2012,,,,,FP0258,19,E19,3,4,,,,,,,10/5/2012,FP0258
45469,2001,W,WILLOW KNOLLS,DR,C,INSP,P,8/5/2013,,,,,,FP0262,19,E19,1,4,SCHEDULED,,,VACANT,9/25/2013,FP0294,9/25/2013,FP0294
45469,2001,W,WILLOW KNOLLS,DR,C,INSP,P,8/5/2014,,,,,,FP0294,19,E19,1,4,SCHEDULED,,,,,,10/7/2013,FP0262
45470,2001,W,WILLOW KNOLLS,DR,C,INSP,P,9/12/2011,,,,,,FP0234,19,E19,1,3,SCHEDULED,,,,9/12/2011,FP0234,9/12/2011,FP0234
45470,2001,W,WILLOW KNOLLS,DR,S,INSP,,9/11/2012,,,,,,FP0234,19,E19,1,3,,,,,,,9/12/2011,FP0234
45470,2001,W,WILLOW KNOLLS,DR,S,RE_INSP,,9/11/2012,9/12/2011,,,,,FP0234,19,E19,1,3,,,,,,,9/12/2011,FP0234
45470,2001,W,WILLOW KNOLLS,DR,S,INSP,P,10/8/2012,,,,,,FP0258,19,E19,3,4,SCHEDULED,,,NO VIOLATIONS NOTED AT THIS TIME,10/8/2012,FP0258,10/8/2012,FP0258
45470,2001,W,WILLOW KNOLLS,DR,S,INSP,,10/8/2013,,,,,,FP0258,19,E19,3,4,,,,,,,10/8/2012,FP0258
45470,2001,W,WILLOW KNOLLS,DR,S,RE_INSP,,10/8/2013,10/8/2012,,,,,FP0258,19,E19,3,4,,,,,,,10/8/2012,FP0258
45470,2001,W,WILLOW KNOLLS,DR,C,INSP,P,8/5/2013,,,,,,FP0262,19,E19,1,4,SCHEDULED,,,NO VIOLATIONS,9/16/2013,FP0294,9/16/2013,FP0294
45470,2001,W,WILLOW KNOLLS,DR,C,INSP,P,8/5/2014,,,,,,FP0294,19,E19,1,4,SCHEDULED,,,,,,10/7/2013,FP0262
45470,2001,W,WILLOW KNOLLS,DR,C,INSP,P,8/5/2014,,,,,,FP0254,19,E19,3,3,SCHEDULED,,,,8/5/2014,FP0254,8/5/2014,FP0254
45470,2001,W,WILLOW KNOLLS,DR,S,INSP,,8/5/2015,,,,,,FP0254,19,E19,3,3,,,,,,,8/5/2014,FP0254
45471,2001,W,WILLOW KNOLLS,DR,C,INSP,P,9/12/2011,,,,,,FP0234,19,E19,1,3,SCHEDULED,,,,9/12/2011,FP0234,9/12/2011,FP0234
45471,2001,W,WILLOW KNOLLS,DR,S,INSP,,9/11/2012,,,,,,FP0234,19,E19,1,3,,,,,,,9/12/2011,FP0234
45471,2001,W,WILLOW KNOLLS,DR,S,RE_INSP,,9/11/2012,9/12/2011,,,,,FP0234,19,E19,1,3,,,,,,,9/12/2011,FP0234
45471,2001,W,WILLOW KNOLLS,DR,S,INSP,P,10/5/2012,,,,,,FP0258,19,E19,3,3,SCHEDULED,,,,10/5/2012,FP0258,10/5/2012,FP0258
45471,2001,W,WILLOW KNOLLS,DR,S,INSP,,10/5/2013,,,,,,FP0258,19,E19,1,3,,,,,,,10/5/2012,FP0258
45471,2001,W,WILLOW KNOLLS,DR,S,RE_INSP,,10/5/2013,10/5/2012,,,,,FP0258,19,E19,3,3,,,,,,,10/5/2012,FP0258
45471,2001,W,WILLOW KNOLLS,DR,C,INSP,P,8/5/2013,,,,,,FP0294,19,E19,1,3,SCHEDULED,,,VACANT,9/16/2013,FP0294,9/16/2013,FP0294
45471,2001,W,WILLOW KNOLLS,DR,S,INSP,P,8/5/2013,,,,,,FP0262,19,E19,1,3,SCHEDULED,,,NO VIOLATIONS,9/25/2013,FP0294,9/25/2013,FP0294
45471,2001,W,WILLOW KNOLLS,DR,S,INSP,P,8/5/2014,,,,,,FP0294,19,E19,1,3,SCHEDULED,,,,,,10/24/2013,FP0264
45471,2001,W,WILLOW KNOLLS,DR,C,INSP,P,7/9/2014,,,,,,FP0254,19,E19,3,3,SCHEDULED,,,,7/9/2014,FP0254,7/9/2014,FP0254
45471,2001,W,WILLOW KNOLLS,DR,C,INSP,P,7/9/2015,,,,,,FP0254,19,E19,3,3,SCHEDULED,,,,,,7/9/2014,FP0254
45471,2001,W,WILLOW KNOLLS,DR,C,INSP,P,6/9/2015,,,,,,FP0351,19,E19,2,2,SCHEDULED,,,NO VIOLATIONS,6/9/2015,FP0351,6/9/2015,FP0351
45471,2001,W,WILLOW KNOLLS,DR,S,INSP,,6/8/2016,,,,,,FP0351,19,E19,2,2,,,,,,,6/9/2015,FP0351
45471,2001,W,WILLOW KNOLLS,DR,C,INSP,P,8/12/2016,,,,,,FP0254,19,E19,3,3,YEARLY,,,,9/8/2016,FP0254,9/8/2016,FP0254
45471,2001,W,WILLOW KNOLLS,DR,S,INSP,,8/12/2017,,,,,,FP0254,19,E19,3,3,,,,,,,9/8/2016,FP0254
45472,2001,W,WILLOW KNOLLS,DR,C,INSP,P,9/12/2011,,,,,,FP0234,19,E19,1,3,SCHEDULED,,,,9/12/2011,FP0234,9/12/2011,FP0234
45472,2001,W,WILLOW KNOLLS,DR,S,INSP,,9/11/2012,,,,,,FP0234,19,E19,1,3,,,,,,,9/12/2011,FP0234
45472,2001,W,WILLOW KNOLLS,DR,S,RE_INSP,,9/11/2012,9/12/2011,,,,,FP0234,19,E19,1,3,,,,,,,9/12/2011,FP0234
45472,2001,W,WILLOW KNOLLS,DR,S,INSP,P,10/8/2012,,,,,,FP0258,19,E19,3,4,SCHEDULED,,,NO VIOLATIONS NOTED AT THIS TIME,10/8/2012,FP0258,10/8/2012,FP0258
45472,2001,W,WILLOW KNOLLS,DR,S,INSP,,10/8/2013,,,,,,FP0258,19,E19,3,4,,,,,,,10/8/2012,FP0258
45472,2001,W,WILLOW KNOLLS,DR,S,RE_INSP,,10/8/2013,10/8/2012,,,,,FP0258,19,E19,3,4,,,,,,,10/8/2012,FP0258
45472,2001,W,WILLOW KNOLLS,DR,C,INSP,P,8/5/2013,,,,,,FP0262,19,E19,1,4,SCHEDULED,,,VACANT,9/25/2013,FP0294,9/25/2013,FP0294
45472,2001,W,WILLOW KNOLLS,DR,C,INSP,P,8/5/2014,,,,,,FP0294,19,E19,1,4,SCHEDULED,,,,,,10/7/2013,FP0262
45472,2001,W,WILLOW KNOLLS,DR,C,INSP,P,6/9/2015,,,,,,FP0351,19,E19,2,2,SCHEDULED,,,NO VIOLATIONS,6/9/2015,FP0351,6/9/2015,FP0351
45472,2001,W,WILLOW KNOLLS,DR,S,INSP,,6/8/2016,,,,,,FP0351,19,E19,2,2,,,,,,,6/9/2015,FP0351
45473,2001,W,WILLOW KNOLLS,DR,C,INSP,P,9/12/2011,,,,,,FP0234,19,E19,1,3,SCHEDULED,,,,9/12/2011,FP0234,9/12/2011,FP0234
45473,2001,W,WILLOW KNOLLS,DR,S,INSP,,9/11/2012,,,,,,FP0234,19,E19,1,3,,,,,,,9/12/2011,FP0234
45473,2001,W,WILLOW KNOLLS,DR,S,RE_INSP,,9/11/2012,9/12/2011,,,,,FP0234,19,E19,1,3,,,,,,,9/12/2011,FP0234
45473,2001,W,WILLOW KNOLLS,DR,S,INSP,N,10/8/2012,,,,,,FP0258,19,E19,3,4,SCHEDULED,,,NO ANSWER AFTER 3 SEPERATE ATTEMPTS - POSSIBLY UNOCCUPIED AND/OR ABANDONED,10/8/2012,FP0258,10/8/2012,FP0258
45473,2001,W,WILLOW KNOLLS,DR,S,INSP,,10/8/2013,,,,,,FP0258,19,E19,3,4,,,,,,,10/8/2012,FP0258
45473,2001,W,WILLOW KNOLLS,DR,S,RE_INSP,,10/8/2013,10/8/2012,,,,,FP0258,19,E19,3,4,,,,,,,10/8/2012,FP0258
45473,2001,W,WILLOW KNOLLS,DR,C,INSP,P,8/5/2013,,,,,,FP0262,19,E19,1,4,SCHEDULED,,,NO VIOLATIONS,9/16/2013,FP0294,9/16/2013,FP0294
45473,2001,W,WILLOW KNOLLS,DR,C,INSP,P,8/5/2014,,,,,,FP0294,19,E19,1,4,SCHEDULED,,,,,,10/7/2013,FP0262
45473,2001,W,WILLOW KNOLLS,DR,S,INSP,,8/5/2015,,,,,,FP0262,19,E19,1,4,,,,,,,10/7/2013,FP0262
45473,2001,W,WILLOW KNOLLS,DR,C,INSP,P,7/15/2014,,,,,,FP0254,19,E19,3,3,SCHEDULED,,,,7/15/2014,FP0254,7/15/2014,FP0254
45473,2001,W,WILLOW KNOLLS,DR,S,INSP,,7/15/2015,,,,,,FP0254,19,E19,3,3,,,,,,,7/15/2014,FP0254
45473,2001,W,WILLOW KNOLLS,DR,C,INSP,P,6/9/2015,,,,,,FP0351,19,E19,2,2,SCHEDULED,,,NO VIOLATIONS,6/9/2015,FP0351,6/9/2015,FP0351
